id,name
a6c192cb-0359-48a5-9a40-6cb3040ca024,PB-W7-PRO-PILOT
ac2c7fff-c58e-4769-afda-e66b5cace7ab,Carlie’s MacBook Pro
96ba11da-9f6c-41ac-b2f4-f1494a31b305,MH-1380
5d51eea9-6489-43dd-82fd-ef23342c4975,WIN7X64
f4564f27-2a72-4c95-a4c7-4b5645126667,EAW10-VM-PROT
c22a150c-98dc-496c-ac50-2cbf84eccd32,PB-pilot
3e8f652e-e7ce-4964-b771-3d2176300fa8,TAKAPCTEST
fa0c253f-8d43-4838-8fe6-60c8fe342034,SW-PROTECT1440
2252b570-aec2-4de0-ba75-028516727cc8,RW-ESX-CYLANCE
76bad5b9-56f5-4b43-8530-6e402edc04ea,OTHER_AV_TESTS
8e535cd2-3b36-4b11-99c4-5588158999ae,JS-W10EU-DVM-MO
c8b981dd-270c-4fa8-8ee9-7f8a59217613,TEST-PC1
19025f31-a785-46bd-802c-4a0b0fdabb40,TEST-PC2
843f27a5-d714-4a2a-a1c9-316a6cde5700,DPRES-DEMO-1380
536f8806-82cf-44b1-958f-69b6f3347114,PAS-DEMOHOST
b9ab7efe-ba3d-460f-bd7d-e937d02e832a,HOST
6caafcbe-a722-4de9-aa78-071925fb7aad,1320-WIN7X64
d9863250-c5b8-47ee-9cc0-bccd8e8c2358,PAS-CYLANCEPROT
ebe81049-3acf-4e89-98e7-3b4579f1f6c4,DPRES-SE-DEMO-1
af2785e2-2de0-4d45-8f6c-8dd3c248eddc,ALDERMAN_CP1290
bd896e10-daa4-49be-bc1a-2e63850a6110,ND-PROTECT-TEST
826e7bbb-fb09-4179-b248-6b69b9f47a44,JENNIFER-HP
915901b5-6233-4350-be58-10c872e01681,W520V2
483d9736-ab6d-458a-b5a4-e1792a377272,sdubbel-win2012core
c3f8a055-d407-4a7f-af23-662af0f05877,DESKTOP-BEF7F0N
7dea2ee8-52f4-4d62-8a59-aadf9810951b,WINKMAC-STAGING
266ae1ac-b0ed-4974-aeb6-0aa1aafdd2a0,SPC-PROTECT2-VM
215a9bfc-5a18-43ec-9e88-556608216bb2,DESKTOP-B11OU81
84f596e6-a500-45c0-b51b-a50b138abed8,MALERBAA-OPTICS
8f40aca0-7215-4a1b-a203-49f21c6c3a5b,MALERBAA-OPTV2
78202902-096b-44a7-85f0-c6631495bd01,WIN-OHB9ERCQVT9
4fe69eb0-1736-4684-a687-fa1bda5d4900,PC10
88a533f3-9794-43dc-907f-c5ebe8713f72,DC1
b062bfa2-ff62-4ded-a4fc-1c03eb26c889,SPC-STAGE8-VM
32bdb1c4-db5f-4845-a3c2-de0907f11685,DPRES-DEMO-1380
3a6c805e-2555-48eb-a8fa-95716872da39,SPC-PROT-XP32
63082e66-d01b-426d-95bc-e1b90bb3e05a,MALERB-W7-TOOLS
9e9c22cb-d3b8-4e89-98a5-dec4a74e0900,AFM_DEVICECTRL
9a74e533-c127-4cb7-85d2-7cbbbe88cc22,TD-PROT-1410-VM
ee443bb3-9022-46d7-aeff-b25e2f9d644e,TDMAC-OPTICS-VM
ab6494d6-a0a6-41fc-86a7-c5cf1fcfbe0c,DPRES-DEMO-1380
8f46ea36-311d-46a1-a866-71a0262510ee,AFM-HACKED
ba3bac10-66fe-4dd4-b209-2cb64b6dd009,ALDERMAN-CPDEMO
f202d4fc-e98c-4fea-aee2-a9a3a6f4e24a,AFM-PROT-DEMO2
efd5322a-1810-4b44-97ae-215d7f1c2617,ALDERMAN-CPDEMO-1450
05e45970-834a-443b-89c4-755656e73803,ANZ-SKING-DEMO
202baaf9-0ffd-4e71-8792-e9f6580c00da,LAPTOP-60N53EQH
762b108a-7719-489e-9219-5ca66de29421,Stephen’s MacBook Pro
